"Loc_finAL_test.Id","Loc_finAL_test.Salary"
72679416,43217.213341348
72695766,31682.9073254933
72690654,34115.9279317183
72691678,31030.9408317857
72678596,34115.9279317183
72678692,34115.9279317183
72680143,31030.9408317857
72688931,31682.9073254933
72692219,23012.6618395381
72690640,43217.213341348
72678816,43217.213341348
72679068,43217.213341348
72688465,49486.6163867774
72689087,31682.9073254933
72689701,33994.7693842344
72690564,34115.9279317183
72689877,32968.7200234034
72678254,43217.213341348
72689829,31030.9408317857
72690232,28671.8653437245
72689297,25837.2107021147
72691759,25837.2107021147
72692049,25837.2107021147
72689354,38023.4832116769
72689925,28922.1978020473
72690817,22402.4622982952
72691339,22402.4622982952
72689185,38023.4832116769
72689135,41036.7747358266
72690976,38023.4832116769
72691781,17818.931709867
72691763,22402.4622982952
72678079,41036.7747358266
72688501,44292.8862571063
72692829,22402.4622982952
72691354,18214.4114374863
72690042,34115.9279317183
72690947,33865.5954733956
72690165,39961.1018200683
72635526,30315.6731332636
72689197,30315.6731332636
72635501,30315.6731332636
72637258,19607.8867687027
72691724,24503.4028443658
72680393,39416.9585428933
72654427,21916.3200912047
72691713,19607.8867687027
72689340,49111.3717658631
72634887,36585.076178693
72695951,19212.4070410834
72670300,17522.3303385248
72670409,17522.3303385248
72670240,17522.3303385248
72697307,30315.6731332636
72670211,17522.3303385248
72635603,30315.6731332636
72654402,21916.3200912047
72670151,17522.3303385248
72635358,30315.6731332636
72637257,28328.9408831825
72637252,28328.9408831825
72689474,39416.9585428933
72679939,43217.213341348
72679777,34115.9279317183
72691192,29066.8640282877
72688577,34115.9279317183
72689427,39961.1018200683
72693379,33865.5954733956
72691243,27596.1924279662
72692076,15603.4484063284
72702839,38720.0224942938
72691466,32400.6444604166
72654430,24001.2914183576
72635125,38670.047505846
72678807,29844.7011873033
72635644,32400.6444604166
72635447,38670.047505846
72691110,21692.8580958557
72690014,29967.6238541916
72679020,41501.9298700462
72678717,41501.9298700462
72690896,29967.6238541916
72678806,29844.7011873033
72635399,34115.9279317183
72688567,32662.7699755096
72689735,38932.173020939
72690340,23561.4845658799
72691246,28303.6576428205
72654386,25716.5748896594
72654388,25716.5748896594
72654390,25716.5748896594
72654397,25716.5748896594
72654405,25716.5748896594
72654434,25716.5748896594
72678721,43217.213341348
72689500,43217.213341348
72635239,34115.9279317183
72635296,34115.9279317183
72635597,34115.9279317183
72691053,32968.7200234034
72690305,34115.9279317183
72678981,31030.9408317857
72690129,43217.213341348
72689699,49486.6163867774
72690122,23012.6618395381
72691859,43217.213341348
72688804,29066.8640282877
72635548,31828.1012584045
72691698,31828.1012584045
72689806,40929.3866680342
72678109,41378.0989574369
72683806,30296.6391649415
72670159,19034.7584636657
72695863,37673.2751467545
72670648,19034.7584636657
72689287,26779.0373549739
72690653,40929.3866680342
72670340,19034.7584636657
72692140,25535.9912918866
72675257,43217.213341348
72675717,18974.9066148771
72678985,33678.2956124756
72679714,29066.8640282877
72689478,34115.9279317183
72691687,31030.9408317857
72690982,43217.213341348
72678618,34115.9279317183
72690740,38720.0224942938
72688846,49486.6163867774
72688947,43217.213341348
72689084,34115.9279317183
72689181,39961.1018200683
72689273,34115.9279317183
72689527,34115.9279317183
72692322,44989.4255397232
72690355,29677.5446125868
72690771,34115.9279317183
72690831,33865.5954733956
72690924,32438.3222368365
72691376,33865.5954733956
72688976,43217.213341348
72689326,43217.213341348
72688456,46230.5048654977
72689911,43217.213341348
72680718,39068.8988486283
72679993,31030.9408317857
72670037,16128.8550073085
72690732,38023.4832116769
72683771,32584.4658382554
72670022,21322.5851369795
72691090,38720.0224942938
72692719,27216.3271072993
72692700,23382.3293857781
72690482,31090.3698739583
72689309,39003.3502991598
72689057,29902.0648895302
72692544,22258.1267588144
72692750,12832.466361516
72635465,29902.0648895302
72692749,21949.0002036152
72688994,27346.1216164169
72690634,39003.3502991598
72689835,29651.7324312075
72679440,35304.2329161465
72692466,38720.0224942938
72690834,27596.1924279662
72690889,29295.2553874464
72690704,29295.2553874464
72690781,29295.2553874464
72690678,40929.3866680342
72689000,26779.0373549739
72634794,38097.5043038339
72690030,44354.3968455746
72635325,31828.1012584045
72637290,21554.4149197711
72678656,43217.213341348
72679418,23100.5315924538
72679825,31030.9408317857
72690485,31030.9408317857
72689047,43217.213341348
72689259,34115.9279317183
72689357,40385.3309771477
72689556,31030.9408317857
72691180,33865.5954733956
72695978,35304.2329161465
72636326,37180.5776740793
72680230,33146.9342617848
72690696,26877.5312163554
72633747,36231.9213617174
72635132,29962.518316288
72683759,28431.0562228251
72683795,27559.9599287888
72691485,26489.1771958222
72635498,28922.1978020473
72691664,27244.5921071654
72678945,41448.4933892174
72635107,28922.1978020473
72634870,28922.1978020473
72691038,25837.2107021147
72692179,25837.2107021147
72689617,43217.213341348
72679817,34115.9279317183
72688864,43217.213341348
72690646,46642.2235188884
72702883,38720.0224942938
72690735,28922.1978020473
72634886,35191.6008474767
72670157,16128.8550073085
72690676,38023.4832116769
72689499,23873.1338986166
72654404,20522.8447599883
72691765,32758.5802412516
72675834,46230.5048654977
72635082,34115.9279317183
72690494,31030.9408317857
72680832,36551.7666755796
72690941,34115.9279317183
72688621,39961.1018200683
72690832,27003.8227782031
72634657,30088.8098781357
72690631,35933.9837664857
72679445,34115.9279317183
72690180,29066.8640282877
72688694,31030.9408317857
72691944,25290.5816131757
72683812,32584.4658382554
72683813,32584.4658382554
72635529,34115.9279317183
72635641,34115.9279317183
72690015,31030.9408317857
72690554,26198.0085892715
72691292,34115.9279317183
72654436,25716.5748896594
72633202,26013.1768693485
72633219,18685.3179034276
72636328,35064.5842440802
72670702,21322.5851369795
72689831,43217.213341348
72689198,39961.1018200683
72689794,29677.5446125868
72678116,45152.0859763344
72689595,29952.5219426224
72679354,29952.5219426224
72679353,29952.5219426224
72693121,42138.7944521847
72690713,39306.9120879844
72679036,29952.5219426224
72688777,42138.7944521847
72678474,43217.213341348
72690757,34115.9279317183
72633908,34115.9279317183
72635269,34115.9279317183
72635271,34115.9279317183
72635489,40385.3309771477
72669718,26471.9898010025
72669721,26471.9898010025
72683664,32753.6900584599
72683685,32753.6900584599
72683691,32753.6900584599
72683719,32753.6900584599
72683727,32753.6900584599
72683728,32753.6900584599
72683736,32753.6900584599
72683785,32753.6900584599
72683801,32753.6900584599
72689236,43217.213341348
72702787,38720.0224942938
72690728,34115.9279317183
72635546,32400.6444604166
72691520,41501.9298700462
72688402,41501.9298700462
72689494,27351.5805569859
72683773,23541.3234010327
72678430,27351.5805569859
72635459,32400.6444604166
72691127,29315.657360484
72691465,32400.6444604166
72683769,23541.3234010327
72683754,23541.3234010327
72694285,31038.4065871581
72679940,29315.657360484
72635365,32400.6444604166
72689855,41501.9298700462
72689125,47771.3329154756
72678658,27351.5805569859
72678431,32400.6444604166
72672232,21554.4149197711
72675772,31682.9073254933
72691274,35336.2670737171
72690324,34115.9279317183
72635576,34115.9279317183
72690725,33601.8883351498
72678805,43217.213341348
72691790,31359.9033476732
72691791,24212.1627240124
72691149,43217.213341348
72680006,37300.3438772151
72691078,34115.9279317183
72696027,21554.4149197711
72695929,29952.5219426224
72690811,33037.509042555
72695928,29952.5219426224
72680122,20475.9960306078
72678017,34115.9279317183
72688300,34115.9279317183
72679527,34115.9279317183
72690542,32129.1956816373
72678565,32202.7924556503
72670699,16128.8550073085
72690389,23873.1338986166
72663107,28922.1978020473
72635167,28922.1978020473
72635566,28922.1978020473
72691629,25837.2107021147
72689277,25837.2107021147
72635557,28922.1978020473
72674982,43217.213341348
72692183,31030.9408317857
72679941,31030.9408317857
72670043,21322.5851369795
72670104,21322.5851369795
72678090,43217.213341348
72678232,43217.213341348
72678566,33678.2956124756
72678621,31030.9408317857
72680214,31030.9408317857
72688572,31030.9408317857
72688661,49486.6163867774
72688956,43217.213341348
72690264,21554.4149197711
72690276,25290.5816131757
72690553,31030.9408317857
72691107,39961.1018200683
72691392,23408.1415671574
72634896,34115.9279317183
72635226,34115.9279317183
72635347,34115.9279317183
72635371,34115.9279317183
72635467,34115.9279317183
72635587,34115.9279317183
72678441,31030.9408317857
72679494,31030.9408317857
72691780,34115.9279317183
72691294,21554.4149197711
72697216,40385.3309771477
72678304,43217.213341348
72688963,43217.213341348
72689529,31030.9408317857
72690751,27596.1924279662
72670125,21322.5851369795
72691540,27596.1924279662
72691516,23100.5315924538
72690336,27596.1924279662
72689338,43217.213341348
72689553,30315.6731332636
72670390,17522.3303385248
72690875,34919.7676958391
72635283,30315.6731332636
72690191,27230.686033331
72695871,27230.686033331
72635290,30315.6731332636
72689789,30315.6731332636
72689100,39416.9585428933
72689766,30315.6731332636
72689532,27882.6525270386
72696953,30315.6731332636
72679510,39416.9585428933
72635537,30315.6731332636
72637293,28328.9408831825
72679805,39416.9585428933
72689117,30315.6731332636
72678438,39416.9585428933
72678902,30315.6731332636
72689538,25266.609229833
72689982,30315.6731332636
72678649,39416.9585428933
72633607,30315.6731332636
72670747,17522.3303385248
72691948,24503.4028443658
72635628,30315.6731332636
72691013,27230.686033331
72670158,17522.3303385248
72654435,21916.3200912047
72692176,27230.686033331
72690274,39416.9585428933
72635164,30315.6731332636
72637292,28328.9408831825
72673767,39961.1018200683
72675215,43217.213341348
72672317,34115.9279317183
72674562,27823.8179652005
72675756,43217.213341348
72678405,34115.9279317183
72678018,33678.2956124756
72688297,37396.5225853214
72688304,37396.5225853214
72690040,39947.698657905
72690067,28303.6576428205
72689846,29295.2553874464
72688705,43217.213341348
72688895,43217.213341348
72634194,34115.9279317183
72634912,34115.9279317183
72635102,34115.9279317183
72669720,24756.7063297008
72695973,21297.3783682363
72683781,31038.4065871581
72691966,44515.221394196
72689017,41501.9298700462
72635300,38670.047505846
72654384,24001.2914183576
72654407,24001.2914183576
72690521,32400.6444604166
72673683,31030.9408317857
72673716,23408.1415671574
72688302,32438.3222368365
72680228,29677.5446125868
72688879,34115.9279317183
72695892,34115.9279317183
72689353,34115.9279317183
72680078,27596.1924279662
72680079,28303.6576428205
72690764,27596.1924279662
72695613,37396.5225853214
72690517,29066.8640282877
72689183,49486.6163867774
72691566,43217.213341348
72691311,43217.213341348
72678546,32968.7200234034
72691422,35336.2670737171
72690254,27596.1924279662
72689928,25290.5816131757
72690698,27711.9631766417
72691072,43217.213341348
72635272,34115.9279317183
72690615,34115.9279317183
72690782,34115.9279317183
72688608,38707.7252822658
72690522,34115.9279317183
72690641,34115.9279317183
72635301,30315.6731332636
72635223,30315.6731332636
72679723,27230.686033331
72691517,34919.7676958391
72688819,27230.686033331
72691672,34919.7676958391
72635268,30315.6731332636
72695847,39416.9585428933
72635280,30315.6731332636
72634930,30315.6731332636
72690979,30065.3406749409
72635327,30315.6731332636
72689449,39416.9585428933
72683808,28784.2110398007
72670347,17522.3303385248
72635056,30315.6731332636
72634292,30315.6731332636
72635326,30315.6731332636
72670297,17522.3303385248
72635512,34115.9279317183
72635304,34115.9279317183
72678924,46642.2235188884
72678961,43217.213341348
72689773,31030.9408317857
72670138,21322.5851369795
72663114,34115.9279317183
72702793,38720.0224942938
72670755,19034.7584636657
72635298,31828.1012584045
72679949,31828.1012584045
72683729,30465.863385146
72670254,19034.7584636657
72691880,19266.5882464573
72634079,31828.1012584045
72670107,19034.7584636657
72635343,31828.1012584045
72690091,38097.5043038339
72679042,40929.3866680342
72635553,31828.1012584045
72683753,30465.863385146
72691767,30150.4955635226
72689772,40929.3866680342
72634432,31828.1012584045
72670667,19034.7584636657
72670102,19034.7584636657
72689434,34115.9279317183
72691114,34115.9279317183
72691290,43217.213341348
72689184,43217.213341348
72680196,31030.9408317857
72688327,49486.6163867774
72688891,34115.9279317183
72689447,43217.213341348
72697235,34115.9279317183
72691087,34115.9279317183
72691179,49486.6163867774
72692009,29282.0648849675
72695664,20231.6761534376
72690334,34115.9279317183
72689549,43217.213341348
72635397,29962.518316288
72691464,29962.518316288
72678946,31182.8574582868
72690404,42488.8139034581
72690836,39063.8037259177
72691732,19254.7319517271
72635089,29962.518316288
72691625,39063.8037259177
72635401,36231.9213617174
72670352,17169.1755215492
72635311,29962.518316288
72635087,29962.518316288
72690778,34115.9279317183
72678672,34115.9279317183
72679470,43217.213341348
72678016,34115.9279317183
72690785,29962.518316288
72692216,21137.1719977454
72635351,29962.518316288
72635492,29962.518316288
72679881,42488.8139034581
72694168,28600.2804430296
72635574,29962.518316288
72680171,21554.4149197711
72679009,31030.9408317857
72679035,31030.9408317857
72680120,32129.1956816373
72689778,43217.213341348
72690025,39961.1018200683
72690329,34115.9279317183
72690549,43217.213341348
72690605,21554.4149197711
72691381,21554.4149197711
72690664,43217.213341348
72632773,39961.1018200683
72633381,26013.1768693485
72633563,24954.720948857
72635129,40385.3309771477
72635250,40385.3309771477
72635259,34115.9279317183
72635319,34115.9279317183
72635416,40385.3309771477
72635435,34115.9279317183
72636294,41333.9872895096
72636304,41333.9872895096
72636310,41333.9872895096
72636320,35064.5842440802
72636356,21601.1686221209
72636360,35064.5842440802
72636367,41333.9872895096
72651141,46061.2806452932
72651147,46061.2806452932
72651924,46061.2806452932
72652051,46061.2806452932
72653067,39791.8775998638
72678037,31030.9408317857
72663104,34115.9279317183
72670032,21322.5851369795
72670050,21322.5851369795
72670062,21322.5851369795
72670193,21322.5851369795
72670194,21322.5851369795
72670203,21322.5851369795
72680186,35304.2329161465
72670372,21322.5851369795
72670440,21322.5851369795
72670778,21322.5851369795
72670839,21322.5851369795
72688571,43217.213341348
72688641,39238.1230688328
72678010,31682.9073254933
72678055,31030.9408317857
72678057,31030.9408317857
72678062,32968.7200234034
72678096,49486.6163867774
72678101,43217.213341348
72678102,43217.213341348
72678242,43217.213341348
72678309,43217.213341348
72678472,43217.213341348
72678489,31030.9408317857
72678586,31030.9408317857
72678590,34115.9279317183
72678698,31030.9408317857
72678922,31030.9408317857
72678926,43217.213341348
72678990,43217.213341348
72689847,31030.9408317857
72679935,31030.9408317857
72683705,32584.4658382554
72683779,32753.6900584599
72683789,32753.6900584599
72683793,32753.6900584599
72690819,43217.213341348
72690929,43217.213341348
72688405,43217.213341348
72688434,32968.7200234034
72688519,43217.213341348
72688731,34115.9279317183
72688773,43217.213341348
72688845,49486.6163867774
72688903,43217.213341348
72689211,43217.213341348
72689333,31030.9408317857
72690209,43217.213341348
72689442,46642.2235188884
72689483,34115.9279317183
72689624,31030.9408317857
72690034,23012.6618395381
72690063,39961.1018200683
72690272,34115.9279317183
72690632,43217.213341348
72696915,40385.3309771477
72691262,32438.3222368365
72691280,23408.1415671574
72703199,41404.4117413714
72691646,23012.6618395381
72695573,39961.1018200683
72695729,49486.6163867774
72667536,43047.9891211435
72667532,49317.3921665729
72667527,43047.9891211435
72684418,35135.008695942
72692021,21554.4149197711
72691444,23012.6618395381
72680165,31030.9408317857
72690141,39961.1018200683
72689996,38720.0224942938
72678467,43217.213341348
72678726,43217.213341348
72679015,29066.8640282877
72690256,33678.2956124756
72689120,34115.9279317183
72678836,38720.0224942938
72679402,43217.213341348
72680044,34115.9279317183
72688433,33865.5954733956
72688938,34115.9279317183
72688985,44989.4255397232
72689191,43217.213341348
72689296,31030.9408317857
72689933,38720.0224942938
72690779,34115.9279317183
72690829,34115.9279317183
72692007,39961.1018200683
72691160,28149.5954958844
72691289,39961.1018200683
72692060,39961.1018200683
72680080,31030.9408317857
72691391,32129.1956816373
72688841,43217.213341348
72670376,19034.7584636657
72635265,38097.5043038339
72691823,25308.3657546524
72635605,31828.1012584045
72692178,28743.1141584719
72691518,21554.4149197711
72695665,20231.6761534376
72635312,34115.9279317183
72690766,43217.213341348
72688965,31682.9073254933
72690289,28303.6576428205
72691101,23408.1415671574
72673682,37300.3438772151
72662728,34115.9279317183
72690251,34115.9279317183
72690501,39961.1018200683
72691185,34115.9279317183
72692074,26745.3990760372
72690451,34115.9279317183
72689535,29066.8640282877
72689784,39961.1018200683
72689890,34115.9279317183
72692699,43217.213341348
72688905,18512.4206624493
72680114,22337.3252069866
72678369,34115.9279317183
72692104,28303.6576428205
72680173,23012.6618395381
72680051,26198.0085892715
72691379,28303.6576428205
72691772,28303.6576428205
72691773,28303.6576428205
72679942,43217.213341348
72691952,23408.1415671574
72688500,49486.6163867774
72678655,34115.9279317183
72679791,34115.9279317183
72688850,34115.9279317183
72690373,46230.5048654977
72690874,34115.9279317183
72691177,46230.5048654977
72691258,31030.9408317857
72695773,31030.9408317857
72690453,31682.9073254933
72696043,21554.4149197711
72690023,18512.4206624493
72666695,24894.3224983317
72634007,34115.9279317183
72635255,34115.9279317183
72635256,34115.9279317183
72635258,34115.9279317183
72635635,34115.9279317183
72691761,32400.6444604166
72689313,27351.5805569859
72691468,32400.6444604166
72683723,31038.4065871581
72636386,39618.7038182079
72666486,31038.4065871581
72695950,26588.3741715187
72680236,33620.9836024153
72692177,29315.657360484
72635474,32400.6444604166
72635483,34115.9279317183
72635511,34115.9279317183
72678372,40385.3309771477
72678392,31030.9408317857
72702898,38720.0224942938
72689628,34115.9279317183
72691430,39961.1018200683
72635197,29962.518316288
72692106,27406.5750431748
72690443,29962.518316288
72691630,35336.2670737171
72634040,34115.9279317183
72635192,34115.9279317183
72690535,46642.2235188884
72689575,37396.5225853214
72637276,27823.8179652005
72653724,29066.8640282877
72654479,25716.5748896594
72689812,31030.9408317857
72691638,23012.6618395381
72689034,35304.2329161465
72690539,34115.9279317183
72690108,27003.8227782031
72635624,36358.2129235651
72697020,34115.9279317183
72634831,34115.9279317183
72635514,34115.9279317183
72635586,34115.9279317183
72690556,38720.0224942938
72691220,43217.213341348
72634888,34115.9279317183
72635151,34115.9279317183
72635615,34115.9279317183
72637291,34115.9279317183
72683734,32753.6900584599
72691531,32968.7200234034
72691643,23012.6618395381
72688499,49486.6163867774
72688757,39871.2913805792
72688759,39871.2913805792
72688990,44989.4255397232
72678059,39961.1018200683
72678200,33994.7693842344
72689167,44989.4255397232
72678270,40385.3309771477
72678310,39961.1018200683
72689213,31030.9408317857
72678413,40385.3309771477
72678446,28149.5954958844
72689379,44989.4255397232
72678671,31030.9408317857
72678691,28149.5954958844
72678754,39961.1018200683
72678812,34115.9279317183
72678889,34115.9279317183
72678897,31430.1901494874
72678980,31030.9408317857
72689634,44989.4255397232
72689651,44989.4255397232
72689655,44989.4255397232
72679055,34115.9279317183
72679357,39961.1018200683
72679751,28149.5954958844
72679819,28149.5954958844
72680066,25064.6083959518
72680146,25064.6083959518
72690163,33601.8883351498
72680201,33865.5954733956
72690181,43217.213341348
72690465,39871.2913805792
72688309,27596.1924279662
72688529,44989.4255397232
72688537,39947.698657905
72688587,39961.1018200683
72691178,33865.5954733956
72691218,33865.5954733956
72688674,46230.5048654977
72688712,39961.1018200683
72691266,28149.5954958844
72691267,28149.5954958844
72688756,39871.2913805792
72688760,39871.2913805792
72688761,39871.2913805792
72688766,39871.2913805792
72688875,39961.1018200683
72688876,39961.1018200683
72688915,38720.0224942938
72688937,34115.9279317183
72688977,38720.0224942938
72688986,44989.4255397232
72689005,39961.1018200683
72689052,38720.0224942938
72689061,43217.213341348
72689154,44989.4255397232
72689155,44989.4255397232
72689164,44989.4255397232
72689168,44989.4255397232
72689212,32438.3222368365
72690096,32438.3222368365
72691855,33865.5954733956
72689300,31030.9408317857
72689347,38720.0224942938
72689352,43217.213341348
72689380,44989.4255397232
72691997,33865.5954733956
72689458,38720.0224942938
72692061,39961.1018200683
72692065,17046.3294037041
72689493,39961.1018200683
72692576,32753.6900584599
72692697,29282.0648849675
72689605,43217.213341348
72692728,27596.1924279662
72689629,44989.4255397232
72689632,44989.4255397232
72689644,44989.4255397232
72689646,44989.4255397232
72689648,44989.4255397232
72689649,44989.4255397232
72693382,33601.8883351498
72689674,44989.4255397232
72689675,44989.4255397232
72689681,44989.4255397232
72689687,39871.2913805792
72689688,39871.2913805792
72689692,44989.4255397232
72689702,44989.4255397232
72689708,44989.4255397232
72689714,39871.2913805792
72689716,44989.4255397232
72689718,44989.4255397232
72689797,28149.5954958844
72690006,43217.213341348
72690902,49486.6163867774
72690049,39871.2913805792
72690092,39871.2913805792
72691312,43217.213341348
72690583,43217.213341348
72690650,34115.9279317183
72690705,38720.0224942938
72691901,49486.6163867774
72691158,23408.1415671574
72691176,31030.9408317857
72691201,39961.1018200683
72691228,33865.5954733956
72691614,29282.0648849675
72692308,44989.4255397232
72692734,27596.1924279662
72691993,23408.1415671574
72692011,29282.0648849675
72692013,33865.5954733956
72695868,38720.0224942938
72692228,38720.0224942938
72692234,38720.0224942938
72692481,44989.4255397232
72692550,44989.4255397232
72692551,44989.4255397232
72692694,29282.0648849675
72696069,38720.0224942938
72695550,35336.2670737171
72696051,37952.3103709227
72696068,38720.0224942938
72678795,29962.518316288
72691123,28284.9126214062
72689881,29962.518316288
72690152,21137.1719977454
72691756,35807.692204638
72689854,26877.5312163554
72679945,29962.518316288
72690655,29962.518316288
72634185,29962.518316288
72678645,27529.497710063
72634723,29962.518316288
72634985,29962.518316288
72691668,39063.8037259177
72693440,43217.213341348
72702933,38720.0224942938
72690800,31030.9408317857
72678255,43217.213341348
72678257,43217.213341348
72688589,32968.7200234034
72688730,31030.9408317857
72691032,43217.213341348
72695985,38720.0224942938
72690842,39416.9585428933
72635379,30315.6731332636
72635632,30315.6731332636
72637249,39416.9585428933
72654414,21916.3200912047
72680398,39416.9585428933
72690166,21490.326814721
72678601,39416.9585428933
72680170,31030.9408317857
72690154,43217.213341348
72688949,34115.9279317183
72678312,38245.8183487666
72695792,34115.9279317183
72678989,31682.9073254933
72691003,34115.9279317183
72689177,32438.3222368365
72690438,46642.2235188884
72679955,31030.9408317857
72691085,43217.213341348
72633471,21728.1365489395
72691719,13378.6635975237
72690432,21897.360769144
72680008,34115.9279317183
72690514,32438.3222368365
72678305,43217.213341348
72678958,43217.213341348
72688387,31030.9408317857
72688833,49486.6163867774
72689565,43217.213341348
72689730,43217.213341348
72689782,43217.213341348
72690986,31030.9408317857
72691524,32438.3222368365
72702870,38720.0224942938
72691994,38720.0224942938
72692031,23012.6618395381
72679833,35304.2329161465
72678376,34115.9279317183
72637283,21554.4149197711
72637285,49486.6163867774
72637288,21554.4149197711
72689990,27596.1924279662
72690697,25064.6083959518
72688993,40385.3309771477
72689503,43217.213341348
72689980,43217.213341348
72690142,34115.9279317183
72691142,31682.9073254933
72679804,34115.9279317183
72689972,34115.9279317183
72689147,39961.1018200683
72689148,46230.5048654977
72690674,21554.4149197711
72633835,40385.3309771477
72635230,34115.9279317183
72635441,34115.9279317183
72635461,34115.9279317183
72635475,34115.9279317183
72635528,34115.9279317183
72635590,34115.9279317183
72680205,35304.2329161465
72680203,31030.9408317857
72683642,32584.4658382554
72689423,39961.1018200683
72690194,43217.213341348
72690576,34115.9279317183
72678500,34115.9279317183
72691212,31030.9408317857
72690793,43217.213341348
72691190,31682.9073254933
72683802,28539.8270162717
72680220,26817.0777895976
72695680,29902.0648895302
72635377,36171.4679349596
72690167,34115.9279317183
72690971,34115.9279317183
72692186,38720.0224942938
72689790,31030.9408317857
72684473,35135.008695942
72679294,28922.1978020473
72690630,38023.4832116769
72691631,25837.2107021147
72683726,27559.9599287888
72689598,38023.4832116769
72689476,25290.5816131757
72679899,39416.9585428933
72690317,39416.9585428933
72690602,19212.4070410834
72680174,39416.9585428933
72691550,39416.9585428933
72678801,27230.686033331
72691854,39416.9585428933
72653728,23100.5315924538
72691151,35336.2670737171
72695856,31030.9408317857
72634072,34115.9279317183
72634128,40385.3309771477
72634816,34115.9279317183
72634853,40385.3309771477
72635513,34115.9279317183
72635642,34115.9279317183
72703432,38550.7982740893
72688780,33678.2956124756
72690315,38720.0224942938
72691163,31030.9408317857
72695945,23012.6618395381
72691417,33865.5954733956
72691416,33865.5954733956
72691411,33865.5954733956
72691418,33865.5954733956
72691419,33865.5954733956
72691420,33865.5954733956
72691974,38720.0224942938
72689461,43217.213341348
72691037,43217.213341348
72679495,29066.8640282877
72680207,17567.5252098264
72697203,34115.9279317183
72634902,40385.3309771477
72635295,40385.3309771477
72635364,34115.9279317183
72635400,34115.9279317183
72635516,34115.9279317183
72680110,34115.9279317183
72688464,49486.6163867774
72693184,33678.2956124756
72690032,26198.0085892715
72633904,34115.9279317183
72634863,34115.9279317183
72635412,34115.9279317183
72635433,34115.9279317183
72635477,34115.9279317183
72635540,34115.9279317183
72670083,21322.5851369795
72678419,31030.9408317857
72691929,31030.9408317857
72679852,34115.9279317183
72683700,32753.6900584599
72683792,32753.6900584599
72689024,44989.4255397232
72692182,31030.9408317857
72692200,29677.5446125868
72689993,31682.9073254933
72690910,28303.6576428205
72691838,39961.1018200683
72691409,44989.4255397232
72678041,39961.1018200683
72678087,31030.9408317857
72689946,34115.9279317183
72688617,44989.4255397232
72691164,34115.9279317183
72691469,25290.5816131757
72690412,29388.0252929617
72635621,29902.0648895302
72690089,35733.8356157169
72688592,36171.4679349596
72635599,29902.0648895302
72695866,24853.0009860995
72670285,17108.7220947914
72673524,23408.1415671574
